App_level,Book_Level,Quest_Name,Quiz_ID,Quiz_Name,Vocab,English_Meaning,Vietnamese_Meaning,Word_Type,Photo,Component
Beginner,HSK1,Weather and atmosphere,QZ-HSK1-QT13-03,My bad feeling,茶,tea,Trà,noun,,茶 (tea) = 艹 (grass) + 人 (person) + 木 (tree)
Beginner,HSK1,Weather and atmosphere,QZ-HSK1-QT13-04,I am at my workplace,工作上,workplace ,#N/A,noun phrase,,"工作上 (at work) = 工作 (work) + 上 (on; regarding)
工作 (work) = 工 (work; craft) + 作 (do; make)
作 (do; make) = 亻 (person) + 乍 (suddenly; to begin)
上 (on; above) = 一 (one) + 丄 (upward mark)"
Beginner,HSK1,Weather and atmosphere,QZ-HSK1-QT13-04,I am at my workplace,太,too ,#N/A,adverb,,太 (too) = 乚 (bend) + 匕 (spoon)
Beginner,HSK1,Weather and atmosphere,QZ-HSK1-QT13-04,I am at my workplace,紧张,nervous,Căng thẳng,adjective,,"紧张 (nervous) = 紧 (tight) + 张 (stretch)  
紧 (tight) = 纟 (silk) + 启 (open)  
张 (stretch) = 弓 (bow) + 长 (long)"
Beginner,HSK1,Weather and atmosphere,QZ-HSK1-QT13-04,I am at my workplace,一直,all the time ,#N/A,adverb,,"一直 (all the time) = 一 (one) + 直 (straight)  
直 (straight) = 十 (ten) + 目 (eye) + 丨 (line)"
Beginner,HSK1,Weather and atmosphere,QZ-HSK1-QT13-04,I am at my workplace,害羞,shy,Ngại,adjective,,"害羞 (shy) = 害 (harm; timid) + 羞 (shy)  
害 (harm) = 宀 (roof) + 丰 (abundant) + 口 (mouth)  
羞 (shy) = 羊 (sheep) + 丑 (ugly)"
Beginner,HSK1,Weather and atmosphere,QZ-HSK1-QT13-05,Weather in hometown,家乡,hometown,Quê hương,noun,,"家乡 (hometown) = 家 (home) + 乡 (village)  
家 (home) = 宀 (roof) + 豕 (pig)  
乡 (village) = 幺 (tiny) + 邑 (city)"
Beginner,HSK1,Weather and atmosphere,QZ-HSK1-QT13-05,Weather in hometown,正常,normal,Bình thường,adjective,,"正常 (normal) = 正 (correct) + 常 (usual)  
正 (correct) = 一 (one) + 止 (stop)  
常 (usual) = 尚 (still) + 巾 (cloth)"
Beginner,HSK1,Weather and atmosphere,QZ-HSK1-QT13-05,Weather in hometown,温和,mild,Ôn hòa,adjective,,"温和 (mild) = 温 (warm) + 和 (gentle)  
温 (warm) = 氵 (water) + 昷 (sunlight)  
和 (gentle) = 禾 (grain) + 口 (mouth)"
Beginner,HSK1,Weather and atmosphere,QZ-HSK1-QT13-05,Weather in hometown,也,also,Cũng,adverb,,也 (also) = 乚 (bend) + 匕 (spoon)
Beginner,HSK1,Weather and atmosphere,QZ-HSK1-QT13-05,Weather in hometown,凉快,cool,Mát,adjective,,"凉快 (cool) = 凉 (cool) + 快 (pleasant)  
凉 (cool) = 冫 (ice) + 京 (capital)  
快 (pleasant) = 忄 (heart) + 夬 (decide)"
Beginner,HSK1,Weather and atmosphere,QZ-HSK1-QT13-06,Bad for the earth,地球,earth,Trái đất,noun,,"地球 (earth) = 地 (earth; ground) + 球 (ball; globe)  
地 (earth) = 土 (earth) + 也 (also)  
球 (ball; globe) = 王 (jade) + 求 (to seek)"
Beginner,HSK1,Weather and atmosphere,QZ-HSK1-QT13-06,Bad for the earth,污染,polluted ,#N/A,verb ,,"污染 (polluted) = 污 (dirty) + 染 (to dye; to infect)  
污 (dirty) = 氵 (water) + 于 (in; at)  
染 (to dye) = 木 (wood) + 九 (nine) + 氵 (water)"
Beginner,HSK1,Weather and atmosphere,QZ-HSK1-QT13-06,Bad for the earth,塑料,plastic,Nhựa,noun (material),,"塑料 (plastic) = 塑 (mold; shape) + 料 (material)  
塑 (mold) = 土 (earth) + 朔 (north; first day of month)  
料 (material) = 米 (rice) + 斗 (measure)"
Beginner,HSK1,Weather and atmosphere,QZ-HSK1-QT13-06,Bad for the earth,袋,bag,Túi,noun,,"袋 (bag) = 代 (substitute) + 衣 (clothing)  
代 (substitute) = 亻 (person) + 弋 (shoot; strike)"
Beginner,HSK1,Weather and atmosphere,QZ-HSK1-QT13-06,Bad for the earth,垃圾,garbage ,#N/A,noun,,"垃圾 (garbage) = 垃 (trash) + 圾 (rubbish)  
垃 (trash) = 土 (earth) + 立 (stand)  
圾 (rubbish) = 土 (earth) + 及 (reach)"
Beginner,HSK1,Weather and atmosphere,QZ-HSK1-QT13-07,Good weather today,有点儿,a little bit,Một chút,adverb,,"有点儿 (a little bit) = 有 (to have) + 点 (dot; point) + 儿 (child; suffix)  
有 (to have) = 月 (moon; flesh) + 又 (again)  
点 (dot; point) = 黑 (black) + 占 (occupy)  
儿 (child; suffix) = 儿 (child radical)"
Beginner,HSK1,Weather and atmosphere,QZ-HSK1-QT13-07,Good weather today,新鲜,fresh,Trong lành,adjective,,"新鲜 (fresh) = 新 (new) + 鲜 (fresh; bright)  
新 (new) = 亲 (relative) + 斤 (axe)  
亲 (relative) = 立 (stand) + 木 (tree)  
鲜 (fresh) = 鱼 (fish) + 羊 (sheep)"
Beginner,HSK1,Weather and atmosphere,QZ-HSK1-QT13-07,Good weather today,蓝,blue,Màu xanh dương,adjective,,"蓝 (blue) = 艹 (grass) + 监 (supervise)  
监 (supervise) = 皿 (dish) + 㝉 (look over)"
Beginner,HSK1,Weather and atmosphere,QZ-HSK1-QT13-07,Good weather today,清楚,clear,Rõ ràng / Trong,adjective,,"清楚 (clear) = 清 (clear; pure) + 楚 (distinct; neat)  
清 (clear) = 氵 (water) + 青 (blue; green)  
楚 (distinct) = 林 (forest) + 疋 (cloth)"
Beginner,HSK1,Weather and atmosphere,QZ-HSK1-QT13-07,Good weather today,天空,sky,Bầu trời,noun,,"天空 (sky) = 天 (sky; heaven) + 空 (empty; space)  
天 (sky) = 一 (one) + 大 (big)  
空 (empty) = 穴 (cave) + 工 (work)"
Beginner,HSK1,Weather and atmosphere,QZ-HSK1-QT13-08,How is the weather?,霜,frost ,#N/A,verb,,"霜 (frost) = ⻗ (rain radical) + 相 (mutual; each other)  
相 (mutual) = 木 (tree) + 目 (eye)"
Beginner,HSK1,Weather and atmosphere,QZ-HSK1-QT13-08,How is the weather?,潮湿,damp,Ẩm,adjective,,"潮湿 (damp) = 潮 (tide; moist) + 湿 (wet; humid)  
潮 (tide) = 氵 (water) + 朝 (morning; dynasty)  
朝 (morning) = 日 (sun) + 月 (moon)  
湿 (wet) = 氵 (water) + 昜 (sunlight; bright)"
Beginner,HSK1,Weather and atmosphere,QZ-HSK1-QT13-08,How is the weather?,彩虹,rainbow,Cầu vồng,noun,,"彩虹 (rainbow) = 彩 (color) + 虹 (rainbow; arc)  
彩 (color) = 彡 (hair; pattern) + 采 (to pick)  
采 (to pick) = 爫 (claw) + 木 (tree)  
虹 (rainbow) = 虫 (insect) + 工 (work)"
Beginner,HSK1,Weather and atmosphere,QZ-HSK1-QT13-08,How is the weather?,干燥,dry,Khô,adjective,,"干燥 (dry) = 干 (dry) + 燥 (parched; arid)  
干 (dry) = 一 (one) + 十 (ten)  
燥 (parched) = 火 (fire) + 喿 (noisy; many trees)  
喿 (noisy) = 品 (many mouths) + 木 (tree)"
Beginner,HSK1,Weather and atmosphere,QZ-HSK1-QT13-08,How is the weather?,多云,cloudy,Có mây,adjective,,"多云 (cloudy) = 多 (many) + 云 (cloud)  
多 (many) = 夕 (evening) + 夕 (evening)  
云 (cloud) = 二 (two) + 厶 (private)"
Beginner,HSK1,Weather and atmosphere,QZ-HSK1-QT13-09,Better weather another day,乌云,dark cloud,Mây đen,noun,,"乌云 (dark cloud) = 乌 (black) + 云 (cloud)  
乌 (black) = 丿 (slash) + 鸟 (bird)  
云 (cloud) = 二 (two) + 厶 (private)"
Beginner,HSK1,Weather and atmosphere,QZ-HSK1-QT13-09,Better weather another day,暖和,warm,Ấm,adjective,,"暖和 (warm) = 暖 (warm) + 和 (gentle; mild)  
暖 (warm) = 日 (sun) + 爰 (love; affection)  
爰 (love; affection) = 爫 (claw) + 父 (father) + 又 (hand)  
和 (gentle; mild) = 禾 (grain) + 口 (mouth)"
Beginner,HSK1,Weather and atmosphere,QZ-HSK1-QT13-09,Better weather another day,太阳,sun,Mặt trời,noun,,"太阳 (sun) = 太 (great) + 阳 (sunlight; positive)  
太 (great) = 大 (big) + 丶 (dot)  
阳 (sunlight) = 阝 (mound) + 昜 (bright; sun)"
Beginner,HSK1,Weather and atmosphere,QZ-HSK1-QT13-09,Better weather another day,出来,sun rise ,#N/A,verb,,"出来 (to rise; come out) = 出 (to go out) + 来 (to come)  
出 (go out) = 屮 (sprout) + 凵 (container)  
来 (come) = 木 (tree) + 夊 (walk slowly)"
Beginner,HSK1,Weather and atmosphere,QZ-HSK1-QT13-09,Better weather another day,闷热,humid,Ẩm ướt,adjective,,"闷热 (humid) = 闷 (stuffy) + 热 (hot)  
闷 (stuffy) = 门 (door) + 心 (heart)  
热 (hot) = 执 (hold) + 灬 (fire radical)  
执 (hold) = 丸 (small ball) + 幸 (fortunate)"
Beginner,HSK1,Weather and atmosphere,QZ-HSK1-QT13-10,The thunder was so loud,打雷,thunder,Sấm,verb / noun,,"打雷 (thunder) = 打 (hit; strike) + 雷 (thunder)  
打 (hit) = 扌 (hand) + 丁 (nail)  
雷 (thunder) = ⻗ (rain) + 田 (field)"
Beginner,HSK1,Weather and atmosphere,QZ-HSK1-QT13-10,The thunder was so loud,闪电,lightning,Tia chớp,noun,,"闪电 (lightning) = 闪 (flash) + 电 (electricity)  
闪 (flash) = 门 (door) + 人 (person radical)  
电 (electricity) = 雨 (rain) + 乚 (stroke)"
Beginner,HSK1,Weather and atmosphere,QZ-HSK1-QT13-10,The thunder was so loud,暴雨,heavy rain,Mưa lớn,noun,,"暴雨 (rainstorm) = 暴 (violent; sudden) + 雨 (rain)  
暴 (violent) = 日 (sun) + 共 (together) + 水 (water)  
雨 (rain) = ⻗ (rain radical) + 水 (water; drops)"
Beginner,HSK1,Weather and atmosphere,QZ-HSK1-QT13-10,The thunder was so loud,声音,sound,Âm thanh,noun,,"声音 (sound) = 声 (sound; voice) + 音 (tone)  
声 (sound) = 士 (scholar) + 尸 (body) + 壬 (ninth heavenly stem)  
音 (tone) = 立 (stand) + 日 (sun)"
Beginner,HSK1,Weather and atmosphere,QZ-HSK1-QT13-10,The thunder was so loud,星星,star,Ngôi sao,noun,,"星星 (star) = 星 (star) + 星 (star; repeated for plural)  
星 (star) = 日 (sun) + 生 (birth)"
Beginner,HSK1,Doing many things,QZ-HSK1-QT14-01,We are doing differently,电视,television,Ti vi,noun,,"电视 (television) = 电 (electricity) + 视 (to see, vision)
电 (electricity) = ⻗ (rain radical) + 乚 (second stroke)
视 (to see, watch) = 见 (see) + 礻 (spirit radical)"
Beginner,HSK1,Doing many things,QZ-HSK1-QT14-01,We are doing differently,游泳馆,natatorium ,#N/A,noun,,"游泳馆 (natatorium) = 游泳 (to swim) + 馆 (building, hall)
游 (to swim, to wander) = 氵(water radical) + 斿 (to float, to travel)
泳 (to swim) = 氵(water) + 永 (forever)
馆 (building, hall) = 饣(food radical) + 官 (official, government)"
Beginner,HSK1,Doing many things,QZ-HSK1-QT14-01,We are doing differently,弹钢琴,play the piano,Chơi piano,verb phrase,,"弹钢琴 (play the piano) = 弹 (to play/pluck) + 钢琴 (piano)
弹 (to play; to shoot) = 弓 (bow) + 单 (single) 
钢 (steel) = 钅(metal radical) + 冈 (ridge)
琴 (string instrument) = 王 (jade) + 今 (now)"
Beginner,HSK1,Doing many things,QZ-HSK1-QT14-01,We are doing differently,睡觉,sleep,Ngủ,verb,,"睡觉 (to sleep) = 睡 (to sleep) + 觉 (to feel / to wake)
睡 (sleep) = 目 (eye) + 垂 (to hang down)
觉 (to feel / to sense / to wake) = ⺍ (child radical) + 见 (see)"
Beginner,HSK1,Doing many things,QZ-HSK1-QT14-01,We are doing differently,维生素,vitamin,Vitamin,noun,,"维生素 (vitamin) = 维 (to maintain) + 生 (life) + 素 (element)
维 (to maintain) = 纟(silk radical) + 隹 (short-tailed bird)
生 (life) 
素 (element, plain) = 纟(silk) + 生 (life)"
Beginner,HSK1,Doing many things,QZ-HSK1-QT14-02,What did you and me do?,拍照,take pictures,Chụp ảnh,verb phrase,,"拍照 (take picture) = 拍 (to clap; to take photo) + 照 (shine; photo)  
拍 (to clap) = 扌 (hand) + 白 (white)  
照 (shine) = 日 (sun) + 昭 (bright; illuminate)  "
Beginner,HSK1,Doing many things,QZ-HSK1-QT14-02,What did you and me do?,泳衣,swimming suit,Đồ bơi,noun,,"泳衣 (swimming suit) = 泳 (to swim) + 衣 (clothes)  
泳 (to swim) = 氵 (water) + 永 (eternal)  
衣 (clothes) = 衣 (clothing radical itself)"
Beginner,HSK1,Doing many things,QZ-HSK1-QT14-02,What did you and me do?,牛仔裤,jeans,Quần jean,noun,,"牛仔裤 (jeans) = 牛 (cow) + 仔 (young; boy) + 裤 (pants)  
牛 (cow) = 牛 (ox radical itself)  
仔 (young) = 亻 (person) + 子 (child)  
裤 (pants) = 衤 (clothing radical) + 固 (solid; firm)  
固 (solid) = 囗 (enclosure) + 古 (ancient)"
Beginner,HSK1,Doing many things,QZ-HSK1-QT14-02,What did you and me do?,明信片,postcard,Bưu thiếp,noun,,"明信片 (postcard) = 明 (bright) + 信 (letter) + 片 (card; piece)  
明 (bright) = 日 (sun) + 月 (moon)  
信 (letter) = 亻 (person) + 言 (speech)  
片 (card; piece) = 片 (slice radical itself)"
Beginner,HSK1,Doing many things,QZ-HSK1-QT14-02,What did you and me do?,魔术师,magician,Ảo thuật gia,noun,,"魔术师 (magician) = 魔 (demon; magic) + 术 (art; skill) + 师 (master)  
魔 (magic) = 麻 (hemp) + 鬼 (ghost)  
术 (art) = 木 (tree) + 朮 (method)  
师 (master) = 巾 (cloth) + 帀 (circle around)"
Beginner,HSK1,Doing many things,QZ-HSK1-QT14-03,That's phone number,韩国人,Korean people,Người Hàn Quốc,noun,,"韩国人 (Korean people) = 韩国 (Korea) + 人 (person)  
韩国 (Korea) = 韩 (Han/Korea) + 国 (country)  
韩 (Han/Korea) = 韋 (leather) + 干 (dry)  
国 (country) = 囗 (enclosure) + 玉 (jade / symbol of treasure)  
人 (person) = 人 (person radical itself)"
Beginner,HSK1,Doing many things,QZ-HSK1-QT14-03,That's phone number,研究生,postgraduate,Nghiên cứu sinh,noun,,"研究生 (postgraduate) = 研究 (research) + 生 (student)  
研究 (research) = 研 (study; grind) + 究 (investigate)  
研 (study) = 石 (stone) + 开 (open)  
究 (investigate) = 穴 (cave) + 九 (nine)  
生 (student) = 生 (life / to be born)"
Beginner,HSK1,Doing many things,QZ-HSK1-QT14-03,That's phone number,给,to ,#N/A,preposition,,"给 (to) = 纟 (silk) + 合 (combine; together)  
合 (combine) = 人 (person) + 一 (one) + 口 (mouth)"
Beginner,HSK1,Doing many things,QZ-HSK1-QT14-03,That's phone number,打电话,make a phone call,gọi điện thoại,verb phrase,,"打电话 (make a phone call) = 打 (hit; make) + 电话 (telephone)  
打 (hit; make) = 扌 (hand) + 丁 (nail)  
电话 (telephone) = 电 (electricity) + 话 (speech; talk)  
电 (electricity) = 雨"
Beginner,HSK1,Doing many things,QZ-HSK1-QT14-03,That's phone number,吧,ba,"Trợ từ ""ba""",particle,,"吧 (ba) = 口 (mouth) + 吧 (phonetic component 巴 “to cling”)  
巴 (to cling) = 巳 (sixth earthly branch) + 一 (one)"
Beginner,HSK1,Doing many things,QZ-HSK1-QT14-04,Writing diary,博客,blog,Blog,noun,,"博客 (blog) = 博 (broad; extensive) + 客 (guest)  
博 (broad) = 十 (ten) + 尃 (spread)  
客 (guest) = 宀 (roof) + 各 (each; every)  
各 (each) = 夂 (go) + 口 (mouth)"
Beginner,HSK1,Doing many things,QZ-HSK1-QT14-04,Writing diary,写, do (homework),#N/A,verb,,"写 (do) = 冖 (cover) + 与 (give; and)  
与 (give; and) = 一 (one) + 勿 (do not)"
Beginner,HSK1,Doing many things,QZ-HSK1-QT14-04,Writing diary,日记,diary,Nhật ký,noun,,"日记 (diary) = 日 (sun; day) + 记 (record)  
日 (sun; day) = 一 (one) + 囗 (enclosure)  
记 (record) = 讠 (speech radical) + 己 (self)"
Beginner,HSK1,Doing many things,QZ-HSK1-QT14-04,Writing diary,用,use,Sử dụng,verb,,用 (use) = 用 (use; apply; employ)  
Beginner,HSK1,Doing many things,QZ-HSK1-QT14-04,Writing diary,可爱,cute,Dễ thương,adjective,,"可爱 (cute) = 可 (can; able) + 爱 (love)  
可 (can; able) = 口 (mouth) + 丁 (nail)  
爱 (love) = 爫 (claw) + 冖 (cover) + 心 (heart)"
Beginner,HSK1,Doing many things,QZ-HSK1-QT14-05,Why did not you reply?,做饭,cook,Nấu ăn,verb phrase,,"做饭 (cook) = 做 (do; make) + 饭 (meal; rice)  
做 (do) = 亻 (person) + 故 (reason; cause)  
饭 (meal) = 饣 (food radical) + 反 (reverse)"
Beginner,HSK1,Doing many things,QZ-HSK1-QT14-05,Why did not you reply?,小说,novel,Tiểu thuyết,noun,,"小说 (novel) = 小 (small) + 说 (speak)  
小 (small) = ⺌ (small radical) + 丿 (stroke)  
说 (speak) = 讠 (speech radical) + 兑 (exchange)"
Beginner,HSK1,Doing many things,QZ-HSK1-QT14-05,Why did not you reply?,发,send,Gửi,verb,,发 (send) = 又 (hand) + 丿 (slash) + ㇇ (bend stroke)  
Beginner,HSK1,Doing many things,QZ-HSK1-QT14-05,Why did not you reply?,消息, text,#N/A,noun,,"消息 (text) = 消 (disappear; send out) + 息 (rest; news)  
消 (disappear) = 氵 (water) + 肖 (resemble)  
息 (rest; news) = 自 (self) + 心 (heart)"
Beginner,HSK1,Doing many things,QZ-HSK1-QT14-05,Why did not you reply?,表演,perform ,#N/A,verb / noun,,"表演 (perform) = 表 (show; surface) + 演 (act; perform)  
表 (show) = 衣 (clothes) + 毛 (fur)  
演 (act) = 氵 (water) + 寅 (tiger; symbol of time)"
Beginner,HSK1,Doing many things,QZ-HSK1-QT14-06,Doing housework please,整理,clean up ,#N/A,verb,,"整理 (clean up) = 整 (arrange; organize) + 理 (manage; reason)  
整 (arrange) = 正 (correct) + 攵 (action; strike)  
理 (manage) = 王 (jade; king) + 里 (inside; village)"
Beginner,HSK1,Doing many things,QZ-HSK1-QT14-06,Doing housework please,房间,room,Phòng,noun,,"房间 (room) = 房 (house; building) + 间 (space; room)  
房 (house) = 户 (door; household) + 方 (square; direction)  
间 (space) = 门 (door) + 日 (sun)"
Beginner,HSK1,Doing many things,QZ-HSK1-QT14-06,Doing housework please,写信,write a letter,Viết thư,verb phrase,,"写信 (write a letter) = 写 (write) + 信 (letter; trust)  
写 (write) = 冖 (cover) + 与 (give)  
信 (letter) = 亻 (person) + 言 (speech)"
Beginner,HSK1,Doing many things,QZ-HSK1-QT14-06,Doing housework please,扫地,mop the floor,Lau nhà,verb phrase,,"扫地 (mop the floor) = 扫 (sweep) + 地 (ground; floor)  
扫 (sweep) = 扌 (hand) + 彐 (snout; broom-like shape)  
地 (ground) = 土 (earth) + 也 (also)"
Beginner,HSK1,Doing many things,QZ-HSK1-QT14-06,Doing housework please,关门,close the door,Đóng cửa,verb phrase,,"关门 (close the door) = 关 (close; shut) + 门 (door)  
关 (close) = 丷 (divide) + 天 (sky)  
门 (door) = single pictograph (represents a door)"
Beginner,HSK1,Doing many things,QZ-HSK1-QT14-07,He is doing that,跳绳,jump rope ,#N/A,verb phrase,,"跳绳 (jump rope) = 跳 (jump) + 绳 (rope)  
跳 (jump) = 足 (foot) + 兆 (omen; sign)  
绳 (rope) = 纟(silk) + 黾 (frog; amphibian radical)"
Beginner,HSK1,Doing many things,QZ-HSK1-QT14-07,He is doing that,关灯,turn off the light,Tắt đèn,verb phrase,,"关灯 (turn off the light) = 关 (close; shut) + 灯 (light; lamp)  
关 (close) = 丷 (divide) + 天 (sky)  
灯 (lamp) = 火 (fire) + 丁 (nail)"
Beginner,HSK1,Doing many things,QZ-HSK1-QT14-07,He is doing that,开灯,turn on the light,Bật đèn,verb phrase,,"开灯 (turn on the light) = 开 (open; turn on) + 灯 (light; lamp)  
开 (open) = 一 (one) + 廾 (two hands)  
灯 (lamp) = 火 (fire) + 丁 (nail)"
Beginner,HSK1,Doing many things,QZ-HSK1-QT14-07,He is doing that,洗澡,take a shower,Tắm,verb phrase,,"洗澡 (take a shower) = 洗 (wash) + 澡 (bathe)  
洗 (wash) = 氵(water) + 先 (first)  
澡 (bathe) = 氵(water) + 喿 (noisy; tree radical)"
Beginner,HSK1,Doing many things,QZ-HSK1-QT14-07,He is doing that,邮件,email,Email,noun,,"邮件 (email) = 邮 (post; mail) + 件 (item; document)  
邮 (post) = 阝(city radical) + 由 (from; cause)  
件 (item) = 亻(person) + 牛 (cow)"
Beginner,HSK1,Doing many things,QZ-HSK1-QT14-08,What are you doing?,楼梯,stairs,Cầu thang,noun,,"楼梯 (stairs) = 楼 (building; floor) + 梯 (ladder; stairs)  
楼 (building) = 木 (wood) + 娄 (a phonetic component)  
梯 (ladder) = 木 (wood) + 弟 (younger brother)"
Beginner,HSK1,Doing many things,QZ-HSK1-QT14-08,What are you doing?,放,put ,#N/A,verb,,放 (put; release) = 攵 (action; tap radical) + 方 (square; direction)
Beginner,HSK1,Doing many things,QZ-HSK1-QT14-08,What are you doing?,哭,cry,Khóc,verb,,哭 (cry) = 口 (mouth) + 犬 (dog)
Beginner,HSK1,Doing many things,QZ-HSK1-QT14-08,What are you doing?,回答,answer,Trả lời,verb,,"回答 (answer) = 回 (return) + 答 (reply)  
回 (return) = 囗 (enclosure) + 口 (mouth)  
答 (reply) = ⺮(bamboo) + 合 (combine)"
Beginner,HSK1,Doing many things,QZ-HSK1-QT14-08,What are you doing?,记得,remember,Nhớ,verb,,"记得 (remember) = 记 (remember; record) + 得 (get; obtain)  
记 (record) = 讠(speech) + 己 (self)  
得 (obtain) = 彳 (step) + 旦 (sunrise component)"
Beginner,HSK1,Doing many things,QZ-HSK1-QT14-09,Is the class over?,结束,stop,Dừng lại,verb,,"结束 (end) = 结 (tie; knot) + 束 (bundle; bind)  
结 (tie) = 纟(silk) + 吉 (lucky; auspicious)  
束 (bundle) = 木 (wood) + 口 (mouth)"
Beginner,HSK1,Doing many things,QZ-HSK1-QT14-09,Is the class over?,拿起,pick up,Nhặt lên,verb,,"拿起 (pick up) = 拿 (hold) + 起 (rise)  
拿 (hold) = 合 (combine) + 手 (hand)  
起 (rise) = 走 (walk) + 己 (self)"
Beginner,HSK1,Doing many things,QZ-HSK1-QT14-09,Is the class over?,还,return / give back,Trả lại,verb,,还 (return) = 辶 (walk) + 不 (not)
Beginner,HSK1,Doing many things,QZ-HSK1-QT14-09,Is the class over?,累,tired,Mệt,adjective,,累 (tired) = 田 (field) + 糸 (silk)
Beginner,HSK1,Doing many things,QZ-HSK1-QT14-09,Is the class over?,忘记,forget,Quên,verb,,"忘记 (forget) = 忘 (forget) + 记 (remember; record)  
忘 (forget) = 亡 (lose) + 心 (heart)  
记 (record) = 讠(speech) + 己 (self)"
Beginner,HSK1,Doing many things,QZ-HSK1-QT14-10,Finding wallet,打喷嚏,sneeze,Hắt hơi,verb,,"打喷嚏 (sneeze) = 打 (hit) + 喷 (spurt) + 嚏 (sneeze)  
打 (hit) = 扌(hand) + 丁 (nail)  
喷 (spurt) = 口 (mouth) + 贲 (energetic)  
嚏 (sneeze) = 口 (mouth) + 𤕣 (sound radical)"
Beginner,HSK1,Doing many things,QZ-HSK1-QT14-10,Finding wallet,着急,anxious,Lo lắng,adjective,,"着急 (anxious) = 着 (touch; attach) + 急 (urgent)  
着 (touch) = ⺙(action) + 羊 (sheep)  
急 (urgent) = 忄(heart) + 及 (reach)"
Beginner,HSK1,Doing many things,QZ-HSK1-QT14-10,Finding wallet,钱包,wallet,Ví tiền,noun,,"钱包 (wallet) = 钱 (money) + 包 (bag)  
钱 (money) = 钅(metal) + 戋 (small)  
包 (bag) = 勹 (wrap) + 巳 (snake shape)"
Beginner,HSK1,Doing many things,QZ-HSK1-QT14-10,Finding wallet,害怕, scared,#N/A,adjective,,"害怕 (afraid) = 害 (harm) + 怕 (fear)  
害 (harm) = 宀 (roof) + 口 (mouth) + 丰 (abundant)  
怕 (fear) = 忄(heart) + 白 (white)"
Beginner,HSK1,Doing many things,QZ-HSK1-QT14-10,Finding wallet,打折,discount,Giảm giá,verb,,"打折 (discount) = 打 (hit) + 折 (break; fold)  
打 (hit) = 扌(hand) + 丁 (nail)  
折 (fold) = 扌(hand) + 斤 (axe)"
Beginner,HSK1,Buying and selling,QZ-HSK1-QT15-01,When did you comeback?,先生,Mrs,Bà,noun,,"先生 (Mrs.) = 先 (first) + 生 (born; person)  
先 (first) = ⺧ (cow head radical) + 儿 (human legs)  
生 (born) = 生 (life; to be born)"
Beginner,HSK1,Buying and selling,QZ-HSK1-QT15-01,When did you comeback?,开,drive,Lái xe,verb,,开 (drive; open) = 一 (one) + 廾 (two hands)
Beginner,HSK1,Buying and selling,QZ-HSK1-QT15-01,When did you comeback?,回来,come back,Quay lại,verb,,"回来 (come back) = 回 (return) + 来 (come)  
回 (return) = 囗 (enclosure) + 口 (mouth)  
来 (come) = 木 (tree) + 丷 (two dots radical)"
Beginner,HSK1,Buying and selling,QZ-HSK1-QT15-01,When did you comeback?,分钟,minute,Phút,noun,,"分钟 (minute) = 分 (divide) + 钟 (clock)  
分 (divide) = 八 (eight) + 刀 (knife)  
钟 (clock) = 钅(metal) + 中 (middle)"
Beginner,HSK1,Buying and selling,QZ-HSK1-QT15-01,When did you comeback?,后,after / later,Sau,preposition,,后 (after; later) = ⼈ (person) + 幺 (small thread radical)
Beginner,HSK1,Buying and selling,QZ-HSK1-QT15-02,Book about historian,啊,a,Một,particle,,"啊 (a / particle) = 口 (mouth) + 阿 (phonetic component)  
阿 (phonetic) = 阝 (hill; mound) + 可 (can; possible)"
Beginner,HSK1,Buying and selling,QZ-HSK1-QT15-02,Book about historian,不少,quite a few,Khá nhiều,adjective / quantifier,,"不少 (quite a few) = 不 (not) + 少 (few)  
不 (not) = 一 (one) + 丿 (slash)"
Beginner,HSK1,Buying and selling,QZ-HSK1-QT15-02,Book about historian,常见,common,Phổ biến,adjective,,"常见 (common) = 常 (usual) + 见 (see)  
常 (usual) = ⺌ (small) + 巾 (cloth) + 尚 (still)  
见 (see) = 目 (eye) + 儿 (legs radical)"
Beginner,HSK1,Buying and selling,QZ-HSK1-QT15-02,Book about historian,历史学家,historian,Nhà sử học,noun,,"历史学家 (historian) = 历史 (history) + 学家 (scholar; expert)  
历史 (history) = 历 (experience) + 史 (record)  
历 (experience) = 厂 (cliff) + 力 (strength)  
史 (record) = 口 (mouth) + 中 (center)  
学家 (scholar) = 学 (study) + 家 (expert; home)  
学 (study) = 子 (child) + 冖 (cover)  
家 (home; expert) = 宀 (roof) + 豕 (pig)"
Beginner,HSK1,Buying and selling,QZ-HSK1-QT15-02,Book about historian,少,little,Nhỏ / Ít,adjective,,少 (little) = 小 (small) + 丿 (slash)
Beginner,HSK1,Buying and selling,QZ-HSK1-QT15-03,A new typewrititer,打字机,typewriter,Máy đánh chữ,noun,,"打字机 (typewriter) = 打字 (type) + 机 (machine)  
机 (machine) = 木 (wood) + 几 (table)"
Beginner,HSK1,Buying and selling,QZ-HSK1-QT15-03,A new typewrititer,胖,fat,Béo,adjective,,胖 (fat) = 月 (flesh) + 半 (half)
